vmi;muoto11;fra;tkg;keskivuosi;ala;laji1;keskippa;biom1;biom2;biom3;biom4;biom5;biom6;biom7;biom8;biom9
10;2;1;1;2005.832865;1668.301021;3;9.14820091;28.59015159;4.528576406;5.935380405;1.505946397;0.226460093;2.713156111;9.346767141;41.96268078;12.04677072
10;2;1;2;2005.708861;1787.795825;1;5.219134375;16.04212702;1.123235092;2.531309126;0.95448645;0.624111301;1.366679464;4.200214867;19.04653615;5.566894331
10;2;1;2;2005.708861;1787.795825;2;9.775007426;25.84140749;3.065912877;8.202676926;5.936502867;1.066421871;2.524735719;9.912701249;45.79827453;12.43743697
10;2;1;2;2005.708861;1787.795825;3;5.644053022;16.67615808;2.831367064;3.702059936;0.931846243;0.102087884;1.918136414;6.409617992;25.09545841;8.306234362
10;2;1;3;2006.180681;908.4458732;1;8.732162031;26.13362837;1.924438505;4.211112118;1.694455007;0.985059858;2.211705536;6.62306715;31.56629362;8.834772686
10;2;1;3;2006.180681;908.4458732;2;5.277852353;11.82420557;1.692553402;4.399623859;3.599348407;0.600126591;1.408220722;6.123425942;23.62763589;7.531646663
10;2;1;3;2006.180681;908.4458732;3;6.680845946;19.24787466;3.07622508;3.88531433;1.07410841;0.11921983;1.780314658;6.638149667;28.11561127;8.40378827
10;2;1;4;2005.797851;1152.083767;1;12.31091823;33.56993217;2.773074961;5.725822709;2.312245857;1.303070964;2.927768289;8.557070376;41.13642383;11.48483867
10;2;1;4;2005.797851;1152.083767;2;1.546107324;3.181920895;0.475192714;1.47351304;1.29229375;0.12928467;0.382787443;1.667145681;6.707922843;2.049933124
10;2;1;4;2005.797851;1152.083767;3;3.707738521;9.133965644;1.628178183;2.205920087;0.736102104;0.125013;1.158764403;4.040269559;13.97960789;5.17251542
10;2;1;5;2006.041045;841.6635255;1;12.09010924;31.17070407;2.783760406;5.897120591;2.433162145;1.312920362;2.839231674;8.182092141;39.40855078;11.02132382
10;2;1;5;2006.041045;841.6635255;2;1.003192246;1.886616354;0.301877617;0.774698692;0.68425949;0.113316379;0.251877163;1.163906629;4.029607044;1.415783792
10;2;1;5;2006.041045;841.6635255;3;3.73880597;8.766081342;1.54958788;1.899597309;0.727463401;0.071069764;1.063345522;4.052238728;13.16518117;5.086940963
10;2;1;6;2005.771336;1201.34678;1;12.6519712;26.48643721;3.00987427;5.812554897;2.56311371;1.223252663;2.628211;7.148054559;34.59005829;9.776265558
10;2;1;6;2005.771336;1201.34678;2;0.141165667;0.232090235;0.037866947;0.135352289;0.119186217;0.009943801;0.03061146;0.133940637;0.543556833;0.164552096
10;2;1;6;2005.771336;1201.34678;3;1.037982122;2.093859103;0.361600828;0.495901491;0.203316488;0.017874359;0.301048349;1.042919384;3.298985578;1.337746412
10;2;1;7;2006.31579;59.67017531;1;5.052631579;8.88789222;0.998986816;2.712742814;0.920945664;0.689019409;1.073396936;3.120407915;11.88516939;4.193804851
10;2;1;7;2006.31579;59.67017531;2;0;0;0;0;0;0;0;0;0;0
10;2;1;7;2006.31579;59.67017531;3;1.263157895;3.156954092;0.626334773;1.317732181;0.718038248;0.028547964;0.426256802;1.316963245;6.048637392;1.730467054
10;2;2;1;2007;6.281071086;1;0;0;0;0;0;0;0;0;0;0
10;2;2;1;2007;6.281071086;2;0;0;0;0;0;0;0;0;0;0
10;2;2;1;2007;6.281071086;3;0;0;0;0;0;0;0;0;0;0
10;2;2;3;2004;3.140535543;1;0;0;0;0;0;0;0;0;0;0
10;2;2;3;2004;3.140535543;2;0;0;0;0;0;0;0;0;0;0
10;2;2;3;2004;3.140535543;3;0;0;0;0;0;0;0;0;0;0
10;2;2;6;2005.752584;32.72923437;1;3.697078637;4.840731729;0.651183252;1.684594749;0.617746592;0.468471247;0.639562206;1.769535893;7.298522097;2.409098099
10;2;2;6;2005.752584;32.72923437;2;0;0;0;0;0;0;0;0;0;0
10;2;2;6;2005.752584;32.72923437;3;0.383820227;0.365611293;0.049182637;0.127234248;0.046657229;0.035382745;0.048304921;0.133649692;0.551243541;0.181954613
10;2;2;7;2004;3.140535543;1;0;0;0;0;0;0;0;0;0;0
10;2;2;7;2004;3.140535543;2;0;0;0;0;0;0;0;0;0;0
10;2;2;7;2004;3.140535543;3;0;0;0;0;0;0;0;0;0;0
10;2;3;1;2005.5;6.281071086;1;0;0;0;0;0;0;0;0;0;0
10;2;3;1;2005.5;6.281071086;2;0;0;0;0;0;0;0;0;0;0
10;2;3;1;2005.5;6.281071086;3;0;0;0;0;0;0;0;0;0;0
10;2;3;3;2006;6.281071086;1;0;0;0;0;0;0;0;0;0;0
10;2;3;3;2006;6.281071086;2;0;0;0;0;0;0;0;0;0;0
10;2;3;3;2006;6.281071086;3;0;0;0;0;0;0;0;0;0;0
10;2;3;5;2008;3.140535543;1;20;41.76674399;7.597899109;8.182847449;5.246313443;2.457518489;3.472182194;7.852294742;51.532433;11.32447694
10;2;3;5;2008;3.140535543;2;0;0;0;0;0;0;0;0;0;0
10;2;3;5;2008;3.140535543;3;0;0;0;0;0;0;0;0;0;0
10;2;3;6;2005.857143;21.9837488;1;0;0;0;0;0;0;0;0;0;0
10;2;3;6;2005.857143;21.9837488;2;0;0;0;0;0;0;0;0;0;0
10;2;3;6;2005.857143;21.9837488;3;0;0;0;0;0;0;0;0;0;0
10;2;3;7;2005.166667;18.84321326;1;0;0;0;0;0;0;0;0;0;0
10;2;3;7;2005.166667;18.84321326;2;0;0;0;0;0;0;0;0;0;0
10;2;3;7;2005.166667;18.84321326;3;0;0;0;0;0;0;0;0;0;0
10;3;1;1;2006.629518;1383.314803;1;3.364473353;8.367473415;0.733754604;1.776683223;0.694036562;0.377342371;0.818413996;2.40179421;11.1295697;3.220208206
10;3;1;1;2006.629518;1383.314803;2;3.358516808;6.831271053;1.03218877;3.302911846;2.416767157;0.297789711;0.893341033;3.603631034;14.45645634;4.496972067
10;3;1;1;2006.629518;1383.314803;3;9.446323325;23.83295941;3.964097291;5.463032078;1.809521873;0.308347303;2.479486769;8.290845979;36.08023723;10.73605371
10;3;1;2;2006.688761;1445.813966;1;5.186865909;12.91689346;1.133511495;2.632980523;1.044793803;0.567101124;1.252424231;3.711805626;16.71803052;4.964229857
10;3;1;2;2006.688761;1445.813966;2;6.139009146;12.66572194;1.834691625;5.565581326;4.370240795;0.551796644;1.479906445;6.210119965;25.71425076;7.69002641
10;3;1;2;2006.688761;1445.813966;3;6.851924207;16.2389656;2.739928133;3.608308182;1.237346452;0.191769968;1.733543807;6.061804523;24.41622112;7.769275739
10;3;1;3;2006.502336;1783.309445;1;8.370495569;19.23534252;1.936212716;4.25027151;1.804468242;0.914553229;1.917103758;5.429084174;25.72446733;7.346187932
10;3;1;3;2006.502336;1783.309445;2;2.104143821;3.890809984;0.604430013;1.901005351;1.479590708;0.182241514;0.491130941;2.091482411;8.270404605;2.582613352
10;3;1;3;2006.502336;1783.309445;3;5.670560748;12.64915038;2.181434379;3.057053216;1.132232205;0.166593669;1.487828515;5.146690741;19.49349616;6.613441373
10;3;1;4;2006.493711;3974.946753;1;10.73883587;22.26950455;2.529829023;5.064222528;2.267334733;1.007430381;2.231074059;6.035731408;29.59772953;8.266805466
10;3;1;4;2006.493711;3974.946753;2;1.093764862;1.751230383;0.304079833;0.908664558;0.763075008;0.102058213;0.249522455;1.130490633;3.993374531;1.380013088
10;3;1;4;2006.493711;3974.946753;3;3.10612224;6.207610324;1.125930456;1.586448821;0.585931205;0.096487202;0.772992017;2.678204315;9.701477369;3.436256041
10;3;1;5;2006.413669;2316.635634;1;8.881480358;16.16162608;2.146909533;4.428676334;2.062285216;0.946267302;1.779424332;4.707220402;22.73653975;6.486644734
10;3;1;5;2006.413669;2316.635634;2;0.601928589;0.881545624;0.161120269;0.530137938;0.467727068;0.04755936;0.132180839;0.613518473;2.083022606;0.745699312
10;3;1;5;2006.413669;2316.635634;3;2.803330191;5.374107061;0.97873178;1.551356729;0.631930268;0.156461682;0.713172337;2.282892271;8.712483975;2.98415038
10;3;1;6;2006.427861;3349.955125;1;7.772789714;12.49568239;2.128952294;3.672044376;1.822978526;0.836671697;1.46498689;3.749386125;18.30190996;5.214373014
10;3;1;6;2006.427861;3349.955125;2;0.214552239;0.291283973;0.055367871;0.16213756;0.140272817;0.01921944;0.04511079;0.214365315;0.69633745;0.259476105
10;3;1;6;2006.427861;3349.955125;3;0.891791045;1.492178324;0.278329552;0.451879666;0.176935885;0.049066993;0.256258361;0.774737765;2.495323316;1.027019299
10;3;1;7;2006.555556;74.99899533;1;4.333333333;5.71216838;0.987407992;2.298735433;1.168915157;0.452687196;0.7621191;1.94068425;8.879430841;2.702803351
10;3;1;7;2006.555556;74.99899533;2;0;0;0;0;0;0;0;0;0;0
10;3;1;7;2006.555556;74.99899533;3;0.083333333;0.101259654;0.017503789;0.040749701;0.020721368;0.00802479;0.013510091;0.034402525;0.157405741;0.047912616
10;3;2;1;2006.666667;12.49983256;1;0.5;0.795323307;0.177191517;0.292710943;0.154635638;0.085125084;0.110564205;0.27331946;1.251021259;0.383883665
10;3;2;1;2006.666667;12.49983256;2;0;0;0;0;0;0;0;0;0;0
10;3;2;1;2006.666667;12.49983256;3;0;0;0;0;0;0;0;0;0;0
10;3;2;3;2006.916667;49.99933022;1;2.25;3.593833024;0.524887114;1.078769336;0.527878765;0.197323002;0.424967081;1.16503736;5.046429092;1.590004442
10;3;2;3;2006.916667;49.99933022;2;0.125;0.167121858;0.02440851;0.050165362;0.024547629;0.009175993;0.019761989;0.054177032;0.23467106;0.073939021
10;3;2;3;2006.916667;49.99933022;3;2;2.814425459;0.552364419;0.6410653;0.326190545;0.102040681;0.355256787;1.26087653;4.381211318;1.61157391
10;3;2;4;2006.5;8.333221703;1;3;3.83646069;0.610640927;1.112341555;0.346821189;0.255079146;0.545062133;1.506436759;5.1117202;2.051498892
10;3;2;4;2006.5;8.333221703;2;0;0;0;0;0;0;0;0;0;0
10;3;2;4;2006.5;8.333221703;3;0;0;0;0;0;0;0;0;0;0
10;3;2;5;2006.565217;95.83204959;1;2.347826087;2.70063546;0.698764007;1.220298853;0.724719702;0.288482373;0.39419993;0.955455905;4.86385002;1.349655836
10;3;2;5;2006.565217;95.83204959;2;0.065217391;0.045248707;0.011707677;0.020445908;0.01214256;0.004833475;0.006604756;0.016008508;0.081493014;0.022613263
10;3;2;5;2006.565217;95.83204959;3;0.586956522;1.18208019;0.194616106;0.405888137;0.126161787;0.096803435;0.151437583;0.345475722;1.979146749;0.490378727
10;3;2;6;2006.507042;295.8293705;1;2.767605634;3.388523295;0.721743114;1.313577107;0.674076695;0.286691818;0.450005143;1.087311838;5.284034579;1.537316981
10;3;2;6;2006.507042;295.8293705;2;0.126760563;0.144324749;0.021504918;0.087845955;0.051385471;0.004225564;0.017760238;0.07371528;0.301763998;0.091475518
10;3;2;6;2006.507042;295.8293705;3;0.253521127;0.36277126;0.061433567;0.062653986;0.055486757;0.043949409;0.044824294;0.143574463;0.564878877;0.187827561
10;3;2;7;2006.769231;108.3318821;1;1.730769231;2.04151555;0.481104411;0.878350283;0.474996482;0.198382885;0.29199884;0.684374027;3.29395321;0.976372867
10;3;2;7;2006.769231;108.3318821;2;0;0;0;0;0;0;0;0;0;0
10;3;2;7;2006.769231;108.3318821;3;0;0;0;0;0;0;0;0;0;0
10;3;3;1;2008;4.166610852;1;0;0;0;0;0;0;0;0;0;0
10;3;3;1;2008;4.166610852;2;0;0;0;0;0;0;0;0;0;0
10;3;3;1;2008;4.166610852;3;0;0;0;0;0;0;0;0;0;0
10;3;3;3;2006.75;33.33288681;1;0;0;0;0;0;0;0;0;0;0
10;3;3;3;2006.75;33.33288681;2;0;0;0;0;0;0;0;0;0;0
10;3;3;3;2006.75;33.33288681;3;0;0;0;0;0;0;0;0;0;0
10;3;3;4;2008;4.166610852;1;12;25.3915914;2.194637564;4.021980225;2.613459028;0.742227837;1.74431677;4.269742872;33.43164774;6.014059642
10;3;3;4;2008;4.166610852;2;0;0;0;0;0;0;0;0;0;0
10;3;3;4;2008;4.166610852;3;1.5;2.352278318;0.203311335;0.372596453;0.242110977;0.068760025;0.161593594;0.395549197;3.097109546;0.557142791
10;3;3;5;2006.4;41.66610852;1;0.903999129;1.686090473;0.291982896;0.692279589;0.194593236;0.172610195;0.263547559;0.699918655;2.340047129;0.963466214
10;3;3;5;2006.4;41.66610852;2;0;0;0;0;0;0;0;0;0;0
10;3;3;5;2006.4;41.66610852;3;0;0;0;0;0;0;0;0;0;0
10;3;3;6;2006.594595;154.1646015;1;0.283783784;0.337350997;0.075159038;0.124158726;0.065591548;0.036107369;0.04689784;0.115933472;0.530643658;0.162831312
10;3;3;6;2006.594595;154.1646015;2;0;0;0;0;0;0;0;0;0;0
10;3;3;6;2006.594595;154.1646015;3;0.040540541;0.051056213;0.015740791;0.037518565;0.004153382;0.000021221;0.008468912;0.019389351;0.095569915;0.027373506
10;3;3;7;2006.363636;91.66543874;1;0.204545455;0.242299912;0.061885075;0.051774306;0.019673678;0.013988384;0.031713126;0.073470073;0.314140244;0.105183198
10;3;3;7;2006.363636;91.66543874;2;0;0;0;0;0;0;0;0;0;0
10;3;3;7;2006.363636;91.66543874;3;0;0;0;0;0;0;0;0;0;0
10;4;1;1;2006.512195;1397.025327;1;2.510983448;4.892568462;0.579033765;1.338418448;0.549854326;0.275400457;0.551410952;1.509215264;6.658806251;2.060626216
10;4;1;1;2006.512195;1397.025327;2;4.567221723;8.414210068;1.316120753;4.280402044;3.142500523;0.393852855;1.075162489;4.510003805;17.73820821;5.585166294
10;4;1;1;2006.512195;1397.025327;3;9.16739197;18.30105496;3.240438247;4.973469108;1.840424132;0.353693517;2.304043878;7.310854717;29.20836594;9.57738963
10;4;1;2;2006.876923;553.6990624;1;3.541194993;6.544127906;1.004025552;1.779321668;0.987423344;0.505217547;0.757333545;1.967807612;9.983892406;2.725141157
10;4;1;2;2006.876923;553.6990624;2;6.648000218;11.70459881;1.844335013;6.08177191;4.622814988;0.509034314;1.464756859;6.11865746;24.75721234;7.583414319
10;4;1;2;2006.876923;553.6990624;3;8.056019692;16.0047569;2.966032783;4.57235429;1.398050746;0.359921269;2.43903938;7.346648112;25.60084574;9.741750937
10;4;1;3;2006.559748;1354.433091;1;6.537800212;10.66632297;1.570177437;3.282183633;1.515051391;0.703098604;1.280640117;3.331490467;15.30259427;4.612130585
10;4;1;3;2006.559748;1354.433091;2;1.901455434;3.112191918;0.501372788;1.566266012;1.232724518;0.15437856;0.395853723;1.715333417;6.588574806;2.11118714
10;4;1;3;2006.559748;1354.433091;3;4.547169811;8.111547794;1.498516476;2.520588855;0.953026617;0.288792855;1.15222103;3.502461909;13.32736023;4.634234354
10;4;1;4;2006.513619;2189.240908;1;7.578870229;12.20455842;1.854769735;3.560852208;1.750668193;0.723379349;1.378453688;3.530501039;17.57690801;4.908954727
10;4;1;4;2006.513619;2189.240908;2;2.045183782;2.759249517;0.511605969;1.640950479;1.441844145;0.16729048;0.4113535;1.9131417;6.478378969;2.3244952
10;4;1;4;2006.513619;2189.240908;3;2.013618677;3.236056698;0.619822456;0.969142755;0.365054531;0.084437145;0.586374434;1.781850833;5.398488814;2.359526061
10;4;1;5;2006.267241;988.1398652;1;7.797930957;12.03794028;1.881029538;3.71260842;1.783148362;0.756034746;1.398812908;3.551085946;17.64836624;4.949898854
10;4;1;5;2006.267241;988.1398652;2;0.762931035;0.904732494;0.173050534;0.576313754;0.472241876;0.056695952;0.134814101;0.616581764;2.104229727;0.751395865
10;4;1;5;2006.267241;988.1398652;3;1.331896552;1.909813203;0.351645833;0.658603081;0.296988774;0.059449471;0.295752309;0.893767747;3.269027786;1.184299262
10;4;1;6;2006.457447;800.7340287;1;7.14893617;10.04004825;1.808935169;3.394682369;1.658847271;0.804692265;1.277770593;3.21160979;15.27240882;4.489380383
10;4;1;6;2006.457447;800.7340287;2;0.271276596;0.306748691;0.05753515;0.192787114;0.164445403;0.014932552;0.045893023;0.200725325;0.726465686;0.246618348
10;4;1;6;2006.457447;800.7340287;3;0.781914894;1.100598932;0.224521443;0.403988262;0.181015294;0.038992015;0.239675887;0.668705289;2.023412131;0.902377184
10;4;2;1;2006.5;17.03689423;1;1.5;2.174373847;0.484432678;0.800256969;0.422766043;0.23272769;0.302276966;0.747241633;3.420229089;1.049518599
10;4;2;1;2006.5;17.03689423;2;0;0;0;0;0;0;0;0;0;0
10;4;2;1;2006.5;17.03689423;3;0;0;0;0;0;0;0;0;0;0
10;4;2;3;2005.733333;127.7767067;1;0.7;0.784427642;0.347062728;0.125177971;0.077751867;0.517752194;0.125630452;0.281707788;1.270852512;0.40733824
10;4;2;3;2005.733333;127.7767067;2;0.3;0.212510009;0.094023081;0.033912078;0.021063829;0.14026472;0.034034661;0.076317714;0.344287815;0.110352375
10;4;2;3;2005.733333;127.7767067;3;1.7;1.945903786;0.512570833;0.859759137;0.197999826;0.055946832;0.626918564;1.54792346;3.90742103;2.148922956
10;4;2;4;2006.5;119.2582596;1;2.571428571;3.767133895;0.599606335;1.092240978;0.340553954;0.250469736;0.535212583;1.479214681;5.019348818;2.014427264
10;4;2;4;2006.5;119.2582596;2;1.714285714;1.921436585;0.425143259;1.121826296;1.075812944;0.219153521;0.366628473;1.803900299;4.858770507;2.170528772
10;4;2;4;2006.5;119.2582596;3;0.75;0.97304645;0.215299398;0.568110914;0.544809011;0.110982875;0.185666567;0.91352418;2.460559682;1.099190747
10;4;2;5;2005.866667;255.5534134;1;2.8;3.284966298;0.754754824;1.193125962;0.649828002;0.380126265;0.471461895;1.131206017;5.225558257;1.602667912
10;4;2;5;2005.866667;255.5534134;2;0.2;0.19661152;0.045173521;0.071410872;0.03889345;0.022751284;0.028217897;0.067704845;0.312759662;0.095922742
10;4;2;5;2005.866667;255.5534134;3;0.45;0.459899434;0.105666629;0.167039143;0.090976742;0.053218158;0.066005261;0.158370272;0.731584761;0.224375534
10;4;2;6;2006.236842;323.7009903;1;3.27631579;3.56527037;0.985422414;1.369417018;0.896697164;0.521322911;0.503577206;1.193433086;6.090734748;1.697010292
10;4;2;6;2006.236842;323.7009903;2;0.157894737;0.146381944;0.037741271;0.148903496;0.113426562;0.010889986;0.035201804;0.179382622;0.455754827;0.214584426
10;4;2;6;2006.236842;323.7009903;3;0;0;0;0;0;0;0;0;0;0
10;4;2;7;2006;25.55534134;1;1;1.158522568;0.250583758;0.720325024;0.244794459;0.1242441;0.212269381;0.547602211;1.782622605;0.759871592
10;4;2;7;2006;25.55534134;2;0;0;0;0;0;0;0;0;0;0
10;4;2;7;2006;25.55534134;3;0;0;0;0;0;0;0;0;0;0
10;4;3;1;2006.5;51.11068268;1;0;0;0;0;0;0;0;0;0;0
10;4;3;1;2006.5;51.11068268;2;0;0;0;0;0;0;0;0;0;0
10;4;3;1;2006.5;51.11068268;3;0;0;0;0;0;0;0;0;0;0
10;4;3;3;2006;102.2213654;1;0;0;0;0;0;0;0;0;0;0
10;4;3;3;2006;102.2213654;2;0;0;0;0;0;0;0;0;0;0
10;4;3;3;2006;102.2213654;3;0;0;0;0;0;0;0;0;0;0
10;4;3;5;2006.9;85.18447114;1;0;0;0;0;0;0;0;0;0;0
10;4;3;5;2006.9;85.18447114;2;0;0;0;0;0;0;0;0;0;0
10;4;3;5;2006.9;85.18447114;3;0;0;0;0;0;0;0;0;0;0
10;4;3;6;2005.947368;161.8504952;1;0;0;0;0;0;0;0;0;0;0
10;4;3;6;2005.947368;161.8504952;2;0;0;0;0;0;0;0;0;0;0
10;4;3;6;2005.947368;161.8504952;3;0;0;0;0;0;0;0;0;0;0
10;4;3;7;2006.6;42.59223557;1;0;0;0;0;0;0;0;0;0;0
10;4;3;7;2006.6;42.59223557;2;0;0;0;0;0;0;0;0;0;0
10;4;3;7;2006.6;42.59223557;3;0;0;0;0;0;0;0;0;0;0
11;1;1;1;2011;2132.955812;1;2.746762605;8.170324779;0.589758875;1.394769931;0.532118642;0.363972379;0.716409462;2.20009346;10.25810355;2.916502922
11;1;1;1;2011;2132.955812;2;7.351346631;18.47785966;2.313250716;6.515040249;4.87365333;0.766888961;1.949562464;7.62054515;34.23566609;9.570107615
11;1;1;1;2011;2132.955812;3;8.323150708;23.78898233;3.837419385;5.456357865;1.54950846;0.189068405;2.403503248;8.118247845;36.14596869;10.49684714
11;1;1;2;2011;2412.632482;1;5.723980884;17.01509265;1.279634706;2.829867526;1.100396323;0.707513511;1.469154604;4.395460277;20.71233748;5.864614882
11;1;1;2;2011;2412.632482;2;8.378225985;20.59399019;2.584469998;6.866988407;5.034631966;0.906239844;2.09318927;8.399029586;37.27703416;10.49221886
11;1;1;2;2011;2412.632482;3;5.515734133;15.0279709;2.388974323;3.318825913;0.929251164;0.119076991;1.5329292;5.206829721;22.45324664;6.732515772
11;1;1;3;2011;1630.885644;1;8.465422878;23.76138569;1.872787811;4.086799367;1.605798924;1.053865668;2.111880174;6.26316584;29.421127;8.375046014
11;1;1;3;2011;1630.885644;2;5.527739401;12.21572474;1.685040246;4.685800812;3.806214947;0.559663582;1.350184719;5.653245569;23.86245491;7.003430288
11;1;1;3;2011;1630.885644;3;6.546409473;17.18767125;2.896545487;3.910692488;1.203292284;0.144169685;1.904479129;6.760413152;25.96717121;8.640527336
11;1;1;4;2011;2995.573012;1;12.78074264;33.45406613;2.972444218;5.854484638;2.425336098;1.37306183;2.979514675;8.496168905;41.57646604;11.47568358
11;1;1;4;2011;2995.573012;2;2.134983127;4.212776816;0.603028191;1.710507141;1.386565562;0.201178899;0.478293618;2.073436634;8.461350759;2.551730251
11;1;1;4;2011;2995.573012;3;3.156443734;7.052027142;1.241950266;1.7225259;0.566423461;0.072206272;0.901311172;3.086860788;10.88569345;3.981762627
11;1;1;5;2011;1924.040709;1;12.27388417;30.02296621;2.849374387;5.772806719;2.426622731;1.414597963;2.810938266;7.918227607;38.00123718;10.72916587
11;1;1;5;2011;1924.040709;2;1.061295972;1.87909481;0.298760039;0.87462299;0.786279852;0.091583951;0.23693167;1.062553431;4.106452203;1.299485101
11;1;1;5;2011;1924.040709;3;3.432574431;7.896208247;1.439984964;2.013785549;0.633202006;0.08556268;1.123976669;3.572277153;12.43220128;4.67479625
11;1;1;6;2011;3416.772817;1;11.1589172;22.62166053;2.710068765;4.997741773;2.206384075;1.17485022;2.287338145;6.14058106;29.71337945;8.427919205
11;1;1;6;2011;3416.772817;2;0.191321499;0.30251581;0.04617667;0.128973217;0.105689558;0.013496919;0.034524054;0.156087177;0.611426723;0.190611231
11;1;1;6;2011;3416.772817;3;0.934911243;1.743194026;0.381582095;0.532507133;0.1760295;0.033555795;0.399244272;1.079048526;3.025470314;1.460218223
11;1;1;7;2011;269.5678751;1;5.525;7.981078457;1.608977352;2.546805914;1.287944776;0.640022814;1.013954385;2.580966052;12.03191123;3.594920437
11;1;1;7;2011;269.5678751;2;0;0;0;0;0;0;0;0;0;0
11;1;1;7;2011;269.5678751;3;0.375;0.610799934;0.129038447;0.279502325;0.101773944;0.013868592;0.096795502;0.260064338;1.165968867;0.355289415
11;1;2;1;2011;10.10879532;1;0;0;0;0;0;0;0;0;0;0
11;1;2;1;2011;10.10879532;2;0;0;0;0;0;0;0;0;0;0
11;1;2;1;2011;10.10879532;3;0;0;0;0;0;0;0;0;0;0
11;1;2;2;2011;3.369598439;1;2;2.517104672;0.494357438;0.84927948;0.40141503;0.24856875;0.308556896;0.783569834;3.676414027;1.09212673
11;1;2;2;2011;3.369598439;2;0;0;0;0;0;0;0;0;0;0
11;1;2;2;2011;3.369598439;3;2;3.239563021;0.623483468;0.90260031;0.481862716;0.184285161;0.55653165;1.623877127;5.544045864;2.167546919
11;1;2;6;2011;104.4575516;1;2.709677419;3.294594752;0.681820553;1.008153499;0.574451099;0.267789878;0.374842412;0.884756751;5.012185139;1.259599163
11;1;2;6;2011;104.4575516;2;0;0;0;0;0;0;0;0;0;0
11;1;2;6;2011;104.4575516;3;0.387096774;0.519546823;0.085333594;0.118561829;0.075674084;0.059272426;0.071010744;0.232184455;0.825513342;0.302356734
11;1;2;7;2011;74.13116566;1;2.272727273;2.668649152;0.921191611;1.125745536;0.605304099;0.695800984;0.437286006;1.071889674;4.418738641;1.509175681
11;1;2;7;2011;74.13116566;2;0;0;0;0;0;0;0;0;0;0
11;1;2;7;2011;74.13116566;3;0.272727273;0.222813477;0.076913035;0.093991852;0.050538644;0.058094499;0.036510313;0.089495266;0.368933668;0.126005579
11;1;3;1;2011;40.43518127;1;0;0;0;0;0;0;0;0;0;0
11;1;3;1;2011;40.43518127;2;0;0;0;0;0;0;0;0;0;0
11;1;3;1;2011;40.43518127;3;1.333333333;3.542207434;0.654493713;0.895581866;0.505992076;0.046725253;0.374138107;1.322977323;5.697596996;1.694189223
11;1;3;2;2011;3.369598439;1;0;0;0;0;0;0;0;0;0;0
11;1;3;2;2011;3.369598439;2;0;0;0;0;0;0;0;0;0;0
11;1;3;2;2011;3.369598439;3;0;0;0;0;0;0;0;0;0;0
11;1;3;3;2011;20.21759063;1;0;0;0;0;0;0;0;0;0;0
11;1;3;3;2011;20.21759063;2;0;0;0;0;0;0;0;0;0;0
11;1;3;3;2011;20.21759063;3;0;0;0;0;0;0;0;0;0;0
11;1;3;5;2011;20.21759063;1;0.333333333;0.414920915;0.081490151;0.139995696;0.066169474;0.040974209;0.050862688;0.129164081;0.606022106;0.18002677
11;1;3;5;2011;20.21759063;2;0;0;0;0;0;0;0;0;0;0
11;1;3;5;2011;20.21759063;3;0;0;0;0;0;0;0;0;0;0
11;1;3;6;2011;64.02237034;1;0.52631579;0.914367816;0.203294038;0.248352174;0.104273292;0.116388096;0.122097123;0.289584737;1.253515274;0.41168186
11;1;3;6;2011;64.02237034;2;0;0;0;0;0;0;0;0;0;0
11;1;3;6;2011;64.02237034;3;0.105263158;0.083052502;0.018465303;0.022557957;0.009471197;0.010571591;0.011090145;0.026303132;0.113857441;0.037393277
11;1;3;7;2011;53.91357502;1;0;0;0;0;0;0;0;0;0;0
11;1;3;7;2011;53.91357502;2;0;0;0;0;0;0;0;0;0;0
11;1;3;7;2011;53.91357502;3;0;0;0;0;0;0;0;0;0;0
11;2;1;1;2011;1792.320314;1;2.820737876;9.212650638;0.592168842;1.484063517;0.528571251;0.378750733;0.786687164;2.497988064;11.20154025;3.284675229
11;2;1;1;2011;1792.320314;2;9.091846417;24.71732387;3.034335344;8.591345376;6.244006127;0.971783374;2.60457383;10.01832258;45.89048166;12.62289641
11;2;1;1;2011;1792.320314;3;8.914474051;28.8916793;4.628861728;6.195800243;1.575776994;0.147291423;2.728417767;9.397362612;42.966012;12.10074451
11;2;1;2;2011;1483.772407;1;4.847035294;15.3833403;1.023880785;2.480843004;0.898597997;0.59544829;1.330715699;4.182149327;18.52364695;5.512865026
11;2;1;2;2011;1483.772407;2;10.40397715;26.80082159;3.332893127;8.517953766;6.47157117;1.204876968;2.739288868;10.91599721;48.36605291;13.65528607
11;2;1;2;2011;1483.772407;3;5.97173821;18.21163472;2.866000843;3.559522688;0.926745249;0.097423572;1.556747423;5.775790142;26.23454376;7.313674782
11;2;1;3;2011;965.9528452;1;8.493943668;26.7308299;1.835604122;4.093160177;1.524091558;1.056220201;2.23542303;6.869059182;32.15397666;9.104482211
11;2;1;3;2011;965.9528452;2;6.373405934;15.47722809;2.023959104;5.283503892;4.307484669;0.70715087;1.594616475;6.576991514;28.82881843;8.171607989
11;2;1;3;2011;965.9528452;3;6.532549779;19.25810397;3.146291226;3.948745369;1.021318862;0.275390302;1.833027343;6.591137005;28.09323807;8.406323568
11;2;1;4;2011;1093.967791;1;13.24357234;37.28001314;2.926544379;6.108175587;2.439269018;1.445144289;3.194670013;9.39106556;45.87420049;12.58573557
